YEAR,PERWT,BPL,ANCESTR1,OCC1990
2000,797.92,6,50,567
2000,1595.84,6,84,544
2000,2094.54,6,51,203
2000,2393.76,6,26,804
2000,4189.08,6,920,337
2000,2593.24,6,920,468
2000,2692.98,6,210,389
2000,1895.06,200,210,22
2000,1296.62,6,200,783
2000,1895.06,6,87,156
2000,1795.32,6,32,159
2000,8976.6,200,210,479
2000,7081.54,200,210,869
2000,7580.24,200,210,479
2000,9275.82,200,210,479
2000,11270.62,200,210,479
2000,9176.08,200,210,479
2000,1496.1,200,210,479
2000,3191.68,200,210,453
2000,1296.62,6,32,22
2000,1296.62,6,32,243
2000,1097.14,6,51,804
2000,797.92,6,32,869
2000,1795.32,6,924,461
2000,498.7,6,902,889
2000,299.22,6,902,453
2000,797.92,6,82,498
2000,2393.76,6,211,446
2000,2094.54,6,939,453
2000,2094.54,41,939,364
2000,498.7,6,22,473
2000,2294.02,6,88,418
2000,2692.98,42,51,313
2000,2294.02,6,88,85
2000,2094.54,29,32,85
2000,2294.02,18,88,628
2000,3989.6,36,51,14
2000,1396.36,4,50,243
2000,1496.1,6,22,337
2000,4189.08,200,210,486
2000,2393.76,200,210,628
2000,2094.54,15,720,508
2000,2593.24,6,290,308
2000,997.4,31,32,459
2000,1496.1,6,32,243
2000,1895.06,39,91,779
2000,1396.36,200,210,274
2000,2692.98,6,50,785
2000,2194.28,6,51,577
2000,2294.02,6,32,59
2000,3391.16,6,939,558
2000,2692.98,17,720,186
2000,1895.06,6,84,73
2000,1496.1,56,50,274
2000,1895.06,6,84,344
2000,1296.62,6,939,567
2000,2393.76,6,32,785
2000,1296.62,200,210,783
2000,2393.76,200,210,889
2000,2593.24,200,210,799
2000,2094.54,6,5,95
2000,2094.54,6,22,303
2000,1595.84,19,51,274
2000,1895.06,6,482,156
2000,1296.62,6,109,443
2000,1595.84,16,234,686
2000,1296.62,6,939,804
2000,4189.08,6,210,889
2000,2393.76,6,920,678
2000,3391.16,6,210,726
2000,3989.6,6,210,678
2000,2892.46,6,51,195
2000,1895.06,6,88,95
2000,997.4,6,84,479
2000,2393.76,200,210,479
2000,2393.76,200,210,887
2000,1595.84,6,920,57
2000,2094.54,6,51,156
2000,199.48,6,51,804
2000,598.44,6,32,338
2000,997.4,200,210,44
2000,1595.84,200,290,488
2000,5784.92,200,210,804
2000,6882.06,200,210,479
2000,5784.92,200,210,889
2000,299.22,6,939,453
2000,1296.62,200,210,22
2000,1496.1,200,210,223
2000,2094.54,200,210,549
2000,1296.62,6,210,355
2000,1895.06,35,210,319
2000,3690.38,300,26,405
2000,3690.38,300,195,446
2000,1296.62,6,902,13
2000,3091.94,6,902,453
2000,3391.16,6,902,313
2000,1296.62,6,308,313
2000,2892.46,6,599,243
2000,1296.62,53,26,4
2000,1595.84,6,221,178
2000,1396.36,6,221,163
2000,997.4,6,88,503
2000,2194.28,6,740,549
2000,2294.02,6,87,365
2000,1595.84,6,50,313
2000,2593.24,6,939,22
2000,1496.1,500,706,436
2000,1595.84,500,706,435
2000,2094.54,23,50,64
2000,1296.62,6,51,526
2000,1595.84,48,210,154
2000,4189.08,6,720,308
2000,2294.02,27,82,76
2000,3191.68,6,148,4
2000,1595.84,27,32,7
2000,1595.84,39,32,95
2000,1296.62,55,20,64
2000,1296.62,6,190,4
2000,1895.06,29,924,43
2000,2393.76,6,291,64
2000,2892.46,6,50,64
2000,1895.06,6,50,503
2000,1795.32,2,183,479
2000,1895.06,36,32,13
2000,1895.06,6,50,18
2000,1595.84,6,50,77
2000,2992.2,40,920,779
2000,3690.38,20,211,337
2000,797.92,6,89,275
2000,1795.32,6,111,22
2000,2294.02,55,3,4
2000,3091.94,29,50,303
2000,997.4,500,706,29
2000,2593.24,53,50,303
2000,1595.84,17,26,26
2000,1895.06,6,97,274
2000,1296.62,17,26,18
2000,1595.84,6,291,156
2000,1595.84,200,210,558
2000,1595.84,6,210,385
2000,1296.62,500,706,354
2000,1895.06,6,706,77
2000,3191.68,6,924,7
2000,2892.46,53,49,22
2000,1296.62,6,32,809
2000,2294.02,6,902,523
2000,2194.28,6,902,208
2000,2094.54,6,50,804
2000,2393.76,23,24,389
2000,1595.84,42,902,527
2000,1296.62,6,26,255
2000,1296.62,6,50,479
2000,1296.62,6,50,275
2000,2194.28,6,32,534
2000,3391.16,6,210,64
2000,1895.06,6,26,29
2000,2094.54,300,237,468
2000,4189.08,300,233,418
2000,2094.54,6,97,313
2000,2393.76,24,50,65
2000,2593.24,6,32,254
2000,1795.32,6,51,628
2000,1296.62,6,32,337
2000,797.92,6,84,405
2000,1296.62,6,290,95
2000,1097.14,6,924,505
2000,498.7,6,51,337
2000,1296.62,26,939,376
2000,1296.62,41,109,163
2000,1396.36,200,210,14
2000,1296.62,6,902,243
2000,997.4,6,902,577
2000,3191.68,25,50,534
2000,2593.24,6,51,337
2000,1895.06,49,195,436
2000,1795.32,34,32,57
2000,2692.98,53,720,405
2000,797.92,6,210,869
2000,797.92,200,210,765
2000,2294.02,6,706,255
2000,1895.06,6,51,313
2000,2892.46,6,51,799
2000,2094.54,6,142,313
2000,1196.88,6,924,435
2000,2094.54,26,78,13
2000,1595.84,40,22,64
2000,2393.76,6,902,462
2000,1595.84,6,51,27
2000,2094.54,12,190,275
2000,1496.1,34,26,243
2000,1595.84,6,89,365
2000,2892.46,6,902,447
2000,2593.24,53,720,376
2000,2393.76,36,51,43
2000,2094.54,6,50,243
2000,2094.54,6,195,13
2000,2393.76,18,32,7
2000,2593.24,48,22,26
2000,1296.62,6,50,234
2000,1595.84,6,50,303
2000,1595.84,44,271,13
2000,2593.24,9,142,35
2000,2393.76,6,32,376
2000,2094.54,6,88,64
2000,2194.28,27,50,178
2000,2094.54,500,706,687
2000,2094.54,500,706,774
2000,2892.46,13,51,4
2000,3989.6,21,88,184
2000,1795.32,17,142,7
2000,1895.06,6,26,17
2000,1595.84,6,20,95
2000,2393.76,15,88,436
2000,3690.38,6,924,156
2000,2094.54,49,195,23
2000,2094.54,16,20,234
2000,2393.76,36,22,156
2000,2593.24,34,148,234
2000,1097.14,6,291,155
2000,2892.46,300,234,549
2000,2094.54,6,50,357
2000,2194.28,39,50,7
2000,1496.1,36,51,89
2000,1795.32,36,148,337
2000,1895.06,42,51,26
2000,1595.84,6,707,469
2000,1895.06,55,32,64
2000,3690.38,25,22,178
2000,1595.84,6,32,7
2000,1795.32,34,142,217
2000,1795.32,6,50,13
2000,2094.54,36,111,243
2000,1396.36,31,22,303
2000,1496.1,48,142,229
2000,2593.24,34,50,22
2000,2593.24,6,22,178
2000,2393.76,26,22,22
2000,2593.24,6,89,243
2000,4388.56,17,720,229
2000,2593.24,47,32,25
2000,2593.24,6,22,303
2000,2892.46,500,706,443
2000,1296.62,6,22,22
2000,1396.36,6,148,59
2000,2692.98,500,706,23
2000,2294.02,39,740,774
2000,1795.32,6,22,188
2000,1595.84,6,98,628
2000,2094.54,500,706,754
2000,1895.06,500,706,799
2000,1595.84,6,32,198
2000,1595.84,200,210,486
2000,2593.24,11,50,64
2000,797.92,200,210,434
2000,2892.46,500,706,436
2000,2593.24,500,706,744
2000,1895.06,500,782,43
2000,2593.24,53,50,22
2000,2393.76,6,706,418
2000,2194.28,6,50,95
2000,2094.54,6,902,243
2000,4488.3,300,237,7
2000,3191.68,22,902,313
2000,1595.84,500,706,579
2000,2094.54,6,706,319
2000,3191.68,36,261,359
2000,2094.54,26,32,77
2000,1296.62,500,706,744
2000,1595.84,6,720,255
2000,1296.62,22,46,95
2000,797.92,47,900,214
2000,1595.84,6,51,243
2000,2294.02,6,111,453
2000,1595.84,6,26,29
2000,1296.62,6,84,313
2000,1595.84,6,900,418
2000,2393.76,250,271,804
2000,498.7,6,740,23
2000,2393.76,6,22,55
2000,2194.28,500,707,405
2000,3690.38,200,210,889
2000,3989.6,200,210,549
2000,3191.68,6,210,389
2000,3391.16,6,211,678
2000,2692.98,25,510,558
2000,4189.08,6,82,575
2000,2094.54,6,290,22
2000,1595.84,6,50,22
2000,1296.62,6,210,337
2000,2294.02,6,22,199
2000,2094.54,6,210,22
2000,2393.76,500,706,22
2000,2094.54,500,706,22
2000,2692.98,300,148,243
2000,2393.76,47,22,418
2000,2094.54,6,706,85
2000,2692.98,6,706,337
2000,2393.76,6,291,563
2000,1795.32,6,50,13
2000,3889.86,300,237,579
2000,2892.46,300,237,447
2000,1097.14,200,210,887
2000,1895.06,41,22,628
2000,1595.84,6,32,274
2000,1296.62,6,291,23
2000,1795.32,36,46,22
2000,1895.06,42,22,229
2000,997.4,6,50,36
2000,2892.46,6,32,204
2000,2593.24,36,195,313
2000,1595.84,200,210,276
2000,997.4,200,210,733
2000,997.4,300,237,453
2000,797.92,300,237,379
2000,1097.14,6,32,344
2000,2593.24,6,50,23
2000,1396.36,39,50,4
2000,1296.62,6,32,185
2000,1296.62,6,195,156
2000,1296.62,29,195,156
2000,2393.76,6,210,804
2000,2094.54,6,32,243
2000,2393.76,6,21,243
2000,1595.84,25,51,376
2000,2393.76,500,706,55
2000,1795.32,6,939,365
2000,1895.06,16,939,337
2000,2393.76,6,51,558
2000,1595.84,27,32,243
2000,2593.24,25,939,13
2000,3391.16,25,939,379
2000,1396.36,6,902,22
2000,1496.1,6,902,426
2000,1595.84,6,50,103
2000,1795.32,6,32,23
2000,1895.06,6,50,163
2000,1595.84,29,32,905
2000,1296.62,39,32,243
2000,1396.36,6,50,185
2000,1496.1,33,50,57
2000,2094.54,17,32,389
2000,2593.24,55,20,527
2000,1595.84,6,51,436
2000,1595.84,6,902,376
2000,1296.62,6,195,75
2000,1895.06,53,195,76
2000,1595.84,20,195,243
2000,2094.54,6,195,155
2000,2593.24,500,706,23
2000,2094.54,41,21,337
2000,897.66,17,210,176
2000,2393.76,6,706,243
2000,2593.24,500,706,373
2000,1895.06,26,26,174
2000,498.7,6,5,486
2000,1795.32,26,32,234
2000,2094.54,6,46,43
2000,2094.54,8,32,15
2000,1396.36,31,939,56
2000,797.92,500,706,744
2000,2692.98,6,902,64
2000,498.7,200,290,889
2000,1795.32,53,924,159
2000,2393.76,16,88,55
2000,1795.32,26,50,154
2000,1296.62,6,50,804
2000,1396.36,6,210,364
2000,1496.1,6,32,95
2000,1595.84,36,32,8
2000,2593.24,18,88,157
2000,2094.54,42,50,13
2000,1595.84,53,32,13
2000,2393.76,6,88,254
2000,2094.54,6,900,23
2000,2393.76,25,129,154
2000,997.4,6,32,17
2000,1296.62,6,89,14
2000,6084.14,200,210,486
2000,5984.4,200,210,869
2000,1895.06,6,902,508
2000,1097.14,200,210,887
2000,2094.54,200,210,503
2000,2294.02,6,902,27
2000,1396.36,200,210,804
2000,2393.76,13,902,599
2000,2593.24,13,902,243
2000,2094.54,6,902,447
2000,2892.46,6,291,596
2000,2094.54,6,84,344
2000,1795.32,6,939,313
2000,9176.08,6,939,889
2000,2294.02,42,706,53
2000,3091.94,34,148,159
2000,1895.06,6,720,26
2000,1296.62,8,20,186
2000,1595.84,31,22,468
2000,2194.28,6,902,364
2000,2094.54,6,902,567
2000,1795.32,6,24,224
2000,2094.54,6,210,156
2000,1595.84,17,51,905
2000,2294.02,53,32,7
2000,2892.46,6,51,22
2000,2094.54,6,902,243
2000,1595.84,200,210,166
2000,2094.54,200,290,447
2000,1795.32,6,22,567
2000,1595.84,27,935,27
2000,2194.28,6,902,379
2000,2294.02,6,902,453
2000,1097.14,6,195,783
2000,2393.76,6,50,243
2000,2094.54,6,20,274
2000,1895.06,6,50,736
2000,1296.62,6,51,155
2000,2094.54,6,32,436
2000,3989.6,39,902,804
2000,1895.06,6,50,337
2000,1296.62,200,210,486
2000,1296.62,4,211,453
2000,1895.06,6,89,18
2000,2892.46,6,902,575
2000,3690.38,6,902,376
2000,997.4,27,939,254
2000,1595.84,6,88,22
2000,2892.46,6,50,228
2000,2892.46,200,271,159
2000,997.4,200,210,584
2000,2692.98,6,32,7
2000,1496.1,6,26,23
2000,997.4,200,210,485
2000,1097.14,200,210,874
2000,1296.62,200,210,804
2000,1795.32,37,740,167
2000,2692.98,6,939,383
2000,2094.54,500,706,64
2000,2692.98,500,706,7
2000,797.92,6,720,274
2000,1795.32,6,22,229
2000,2094.54,500,706,229
2000,2393.76,40,24,184
2000,1296.62,6,210,375
2000,1097.14,6,210,379
2000,598.44,6,900,373
2000,3391.16,6,22,869
2000,2393.76,6,32,468
2000,2294.02,23,291,803
2000,2393.76,6,21,26
2000,2094.54,35,210,22
2000,1595.84,6,706,64
2000,1595.84,6,706,185
2000,1895.06,34,261,13
2000,1795.32,53,51,22
2000,1595.84,35,89,274
2000,997.4,6,939,274
2000,1595.84,200,210,15
2000,1795.32,6,900,308
2000,1895.06,6,210,905
2000,2593.24,200,210,518
2000,2094.54,6,50,313
2000,1795.32,200,210,337
2000,3490.9,500,706,229
2000,1595.84,9,599,23
2000,1496.1,500,716,549
2000,2692.98,500,716,468
2000,1795.32,6,32,505
2000,2094.54,48,295,365
2000,1895.06,6,32,337
2000,2094.54,34,32,313
2000,2493.5,12,920,22
2000,1795.32,51,91,243
2000,1895.06,51,22,156
2000,1895.06,6,32,22
2000,3091.94,32,87,303
2000,2892.46,6,21,22
2000,1895.06,41,22,243
2000,2294.02,6,939,22
2000,2892.46,6,32,57
2000,2892.46,6,22,156
2000,1895.06,39,32,22
2000,2892.46,34,51,804
2000,2294.02,34,142,23
2000,1895.06,6,91,27
2000,2094.54,6,51,889
2000,1595.84,6,32,21
2000,1595.84,19,32,21
2000,2094.54,6,924,337
2000,2393.76,6,91,596
2000,2094.54,6,84,458
2000,1496.1,6,939,183
2000,1595.84,48,32,905
2000,1296.62,6,935,164
2000,2593.24,6,32,95
2000,1296.62,6,22,534
2000,1296.62,500,782,26
2000,1595.84,26,88,255
2000,2593.24,29,22,73
2000,997.4,6,291,13
2000,997.4,6,210,448
2000,1595.84,17,32,25
2000,1795.32,500,782,154
2000,1296.62,6,32,157
2000,2593.24,33,22,55
2000,2094.54,41,195,229
2000,2094.54,18,195,229
2000,2194.28,25,51,57
2000,1795.32,40,920,23
2000,2094.54,6,82,22
2000,1895.06,500,706,55
2000,2593.24,44,22,64
2000,2892.46,9,22,22
2000,1595.84,41,50,373
2000,2094.54,6,21,276
2000,2094.54,36,32,379
2000,1296.62,6,142,376
2000,2892.46,25,51,166
2000,1595.84,39,32,229
2000,1496.1,6,360,22
2000,2692.98,6,924,184
2000,2892.46,200,210,453
2000,2094.54,55,82,375
2000,1595.84,500,706,229
2000,3690.38,51,32,7
2000,997.4,55,32,156
2000,1895.06,6,32,275
2000,2493.5,24,32,453
2000,2194.28,39,109,23
2000,1296.62,39,125,229
2000,1296.62,17,308,585
2000,2094.54,15,720,53
2000,2593.24,25,706,166
2000,2094.54,18,50,389
2000,2393.76,300,234,448
2000,1496.1,300,237,579
2000,3690.38,6,211,389
2000,2094.54,4,50,64
2000,3191.68,48,218,18
2000,1895.06,42,50,229
2000,1595.84,6,11,22
2000,1795.32,6,32,373
2000,2294.02,200,210,95
2000,3490.9,6,924,234
2000,2393.76,6,32,558
2000,2094.54,27,32,44
2000,2094.54,27,32,22
2000,2593.24,200,210,405
2000,2393.76,200,210,436
2000,1595.84,500,706,357
2000,3391.16,6,210,418
2000,2593.24,15,706,185
2000,1595.84,200,210,875
2000,3889.86,36,902,64
2000,3989.6,5,902,447
2000,2294.02,300,235,275
2000,1595.84,200,218,804
2000,1496.1,200,210,869
2000,1396.36,200,210,435
2000,2094.54,200,210,486
2000,3989.6,200,210,274
2000,3690.38,200,210,453
2000,2692.98,49,88,337
2000,2294.02,53,142,573
2000,2393.76,6,32,274
2000,2393.76,6,20,56
2000,2593.24,6,88,184
2000,2593.24,6,51,254
2000,2094.54,15,740,59
2000,2393.76,6,91,59
2000,1795.32,29,87,503
2000,1296.62,6,419,55
2000,2393.76,6,51,207
2000,3091.94,6,32,33
2000,2393.76,6,22,208
2000,1595.84,34,195,229
2000,1496.1,34,142,95
2000,1795.32,36,148,13
2000,2393.76,36,190,23
2000,1097.14,6,88,33
2000,797.92,6,32,13
2000,2692.98,6,22,33
2000,1895.06,6,22,13
2000,1795.32,34,144,55
2000,1595.84,300,291,154
2000,1097.14,500,706,55
2000,1795.32,500,706,23
2000,1895.06,6,210,13
2000,1795.32,6,210,468
2000,1895.06,500,782,22
2000,1795.32,6,50,675
2000,1296.62,6,210,234
2000,1396.36,27,89,567
2000,4288.82,6,210,889
2000,1097.14,6,51,64
2000,2593.24,200,210,514
2000,2393.76,200,210,505
2000,1795.32,200,210,276
2000,1595.84,500,706,59
2000,1496.1,6,51,558
2000,2094.54,6,32,799
2000,1496.1,200,210,804
2000,1595.84,40,900,759
2000,1895.06,1,32,195
2000,1496.1,28,26,68
2000,2593.24,6,210,558
2000,2393.76,6,210,163
2000,1795.32,36,142,229
2000,1097.14,1,902,22
2000,1795.32,53,88,23
2000,2892.46,6,50,33
2000,1496.1,6,291,799
2000,2593.24,6,211,567
2000,1795.32,6,84,373
2000,2094.54,46,22,22
2000,2094.54,6,50,426
2000,1296.62,6,176,376
2000,797.92,6,84,254
2000,1595.84,6,939,303
2000,2393.76,49,82,274
2000,2393.76,6,51,234
2000,797.92,200,210,243
2000,2892.46,6,924,637
2000,2393.76,6,924,64
2000,2094.54,25,51,14
2000,1296.62,36,50,486
2000,5485.7,6,82,156
2000,2393.76,6,51,23
2000,1595.84,36,22,186
2000,1595.84,6,22,189
2000,3391.16,28,902,27
2000,2094.54,200,210,468
2000,2393.76,200,210,436
2000,2194.28,6,51,804
2000,1895.06,6,84,25
2000,2094.54,6,153,22
2000,2294.02,36,51,25
2000,2094.54,6,210,13
2000,2194.28,6,91,637
2000,1595.84,6,32,313
2000,1496.1,36,51,17
2000,1895.06,36,97,365
2000,1595.84,6,51,156
2000,1296.62,6,32,579
2000,1296.62,6,32,579
2000,2593.24,34,142,21
2000,2393.76,6,171,275
2000,1097.14,55,20,15
2000,1296.62,17,148,726
2000,1595.84,17,51,184
2000,2393.76,6,195,229
2000,2692.98,6,195,337
2000,1795.32,42,32,379
2000,2593.24,41,109,53
2000,1795.32,6,465,44
2000,1595.84,6,88,229
2000,1296.62,300,234,458
2000,1595.84,6,195,22
2000,2094.54,26,195,256
2000,1595.84,6,51,446
2000,199.48,8,26,27
2000,1895.06,200,210,447
2000,2094.54,200,210,486
2000,1795.32,6,125,164
2000,1396.36,53,22,243
2000,3191.68,6,211,376
2000,1795.32,41,22,8
2000,1895.06,11,195,234
2000,2593.24,6,22,418
2000,1595.84,200,210,348
2000,1795.32,27,20,645
2000,1595.84,6,51,156
2000,1496.1,200,210,869
2000,2094.54,200,210,754
2000,1296.62,6,924,338
2000,1595.84,6,210,426
2000,2892.46,48,211,593
2000,2094.54,200,210,376
2000,997.4,8,32,804
2000,2094.54,6,200,458
2000,2094.54,4,91,507
2000,1396.36,6,939,785
2000,2692.98,6,291,783
2000,1795.32,6,939,156
2000,1097.14,6,939,366
2000,2094.54,6,920,95
2000,4687.78,6,902,229
2000,2094.54,6,290,375
2000,1296.62,6,291,335
2000,2294.02,48,210,313
2000,2393.76,6,88,426
2000,2593.24,6,46,418
2000,1296.62,6,720,804
2000,1595.84,34,32,234
2000,2393.76,6,740,337
2000,1496.1,17,82,567
2000,1296.62,6,50,303
2000,1595.84,4,32,468
2000,2094.54,6,51,243
2000,2094.54,6,210,243
2000,1595.84,26,22,7
2000,1795.32,20,111,435
2000,2692.98,6,210,313
2000,1795.32,6,924,243
2000,1097.14,38,20,22
2000,1496.1,18,32,303
2000,2393.76,200,210,686
2000,1795.32,6,900,418
2000,1895.06,28,900,25
2000,3490.9,24,3,585
2000,3391.16,19,720,95
2000,2593.24,6,32,313
2000,2393.76,200,210,405
2000,2393.76,37,902,159
2000,2593.24,36,902,549
2000,1496.1,200,210,584
2000,2393.76,200,210,496
2000,2593.24,200,210,444
2000,498.7,6,5,14
2000,598.44,6,51,575
2000,299.22,6,50,188
2000,299.22,6,50,22
2000,2094.54,48,939,853
2000,2094.54,200,210,496
2000,698.18,200,210,479
2000,299.22,6,21,22
2000,498.7,200,291,486
2000,598.44,200,210,486
2000,1795.32,55,50,176
2000,3690.38,6,22,176
2000,3889.86,6,22,156
2000,797.92,6,51,418
2000,797.92,6,195,435
2000,797.92,6,89,377
2000,2094.54,200,210,804
2000,2094.54,200,290,454
2000,2892.46,200,210,479
2000,1097.14,6,50,313
2000,199.48,6,109,254
2000,2892.46,34,148,89
2000,199.48,6,210,563
2000,797.92,6,924,313
2000,2094.54,6,210,234
2000,1895.06,6,211,243
2000,1795.32,6,210,7
2000,2094.54,42,51,274
2000,2094.54,6,210,804
2000,2593.24,6,210,584
2000,3191.68,200,210,783
2000,2593.24,6,210,446
2000,1595.84,6,211,563
2000,1895.06,6,211,486
2000,2593.24,6,211,405
2000,2393.76,200,210,447
2000,2892.46,6,924,804
2000,2593.24,6,291,303
2000,4987,6,740,243
2000,3391.16,200,210,486
2000,1795.32,6,290,253
2000,1895.06,200,210,558
2000,2892.46,200,290,436
2000,4189.08,200,210,479
2000,2094.54,200,210,479
2000,2094.54,200,210,479
2000,2094.54,6,740,243
2000,1296.62,8,210,479
2000,2094.54,6,902,376
2000,2294.02,6,902,254
2000,1296.62,200,210,319
2000,1895.06,6,211,26
2000,1296.62,6,211,575
2000,1895.06,6,211,377
2000,3391.16,6,431,804
2000,2094.54,6,210,163
2000,1795.32,6,210,15
2000,1595.84,6,210,275
2000,1296.62,6,21,453
2000,1795.32,6,32,453
2000,1595.84,6,32,256
2000,2593.24,6,32,156
2000,2393.76,18,939,57
2000,2294.02,6,939,159
2000,2593.24,6,26,274
2000,2094.54,6,50,445
2000,1097.14,6,939,859
2000,2892.46,200,210,486
2000,3191.68,200,210,319
2000,1595.84,200,210,991
2000,1097.14,6,939,313
2000,1595.84,6,50,436
2000,2393.76,16,22,505
2000,3391.16,200,210,479
2000,3391.16,200,210,479
2000,3191.68,200,210,479
2000,3391.16,200,210,479
2000,1496.1,6,920,276
2000,1496.1,6,51,486
2000,2094.54,6,924,243
2000,997.4,200,210,453
2000,2692.98,6,88,423
2000,1496.1,6,88,337
2000,797.92,200,210,779
2000,1795.32,6,924,694
2000,1396.36,6,924,14
2000,1595.84,6,210,447
2000,1496.1,26,82,157
2000,1396.36,6,82,104
2000,3091.94,5,939,243
2000,9974,6,195,507
2000,9475.3,4,195,447
2000,3989.6,53,210,176
2000,1097.14,6,210,757
2000,1795.32,6,210,313
2000,1795.32,200,210,869
2000,2593.24,6,210,486
2000,1296.62,6,210,804
2000,2094.54,200,210,156
2000,2393.76,6,32,176
2000,2094.54,35,26,154
2000,797.92,6,142,436
2000,498.7,39,51,558
2000,2593.24,6,50,175
2000,1595.84,6,195,14
2000,1595.84,6,195,329
2000,1296.62,6,291,243
2000,1496.1,6,211,465
2000,1097.14,6,211,22
2000,1895.06,6,50,275
2000,1895.06,6,50,178
2000,2294.02,6,210,159
2000,598.44,6,920,518
2000,1795.32,200,210,779
2000,1895.06,6,924,518
2000,1496.1,6,924,435
2000,199.48,6,51,22
2000,498.7,6,920,446
2000,1496.1,6,210,505
2000,498.7,6,21,274
2000,299.22,5,939,436
2000,1795.32,6,210,423
2000,3989.6,46,20,453
2000,4488.3,6,89,234
2000,1595.84,200,210,486
2000,1396.36,200,210,8
2000,299.22,6,51,473
2000,797.92,38,82,159
2000,3690.38,200,210,804
2000,2393.76,6,51,423
2000,797.92,6,939,156
2000,2692.98,49,22,156
2000,1296.62,6,32,207
2000,997.4,200,290,666
2000,1097.14,6,920,275
2000,4488.3,6,210,726
2000,2393.76,200,210,523
2000,1895.06,200,210,243
2000,2393.76,6,210,486
2000,2094.54,6,740,313
2000,598.44,6,210,319
2000,498.7,6,210,446
2000,598.44,200,210,473
2000,2094.54,6,32,473
2000,2294.02,6,22,156
2000,598.44,200,210,479
2000,498.7,6,210,479
2000,299.22,200,210,473
2000,498.7,200,210,475
2000,498.7,6,920,804
2000,797.92,6,939,468
2000,498.7,200,210,479
2000,498.7,200,210,319
2000,598.44,200,210,479
2000,498.7,200,210,479
2000,1496.1,200,210,159
2000,4189.08,200,210,275
2000,598.44,6,210,488
2000,1595.84,200,210,588
2000,1795.32,200,210,488
2000,1595.84,6,210,29
2000,797.92,6,290,479
2000,797.92,200,210,567
2000,997.4,6,211,275
2000,498.7,200,210,496
2000,997.4,6,402,426
2000,3490.9,6,939,405
2000,1296.62,200,211,488
2000,997.4,200,218,444
2000,2393.76,6,50,769
2000,498.7,200,210,479
2000,299.22,200,210,991
2000,1595.84,55,939,889
2000,498.7,200,210,479
2000,498.7,200,210,468
2000,1895.06,200,290,436
2000,797.92,200,210,479
2000,199.48,200,210,479
2000,3690.38,36,50,453
2000,3690.38,6,32,337
2000,1097.14,4,22,226
2000,797.92,19,32,13
2000,797.92,6,920,469
2000,2393.76,200,210,479
2000,2393.76,200,210,479
2000,1097.14,6,26,905
2000,3391.16,48,22,243
2000,1496.1,200,210,479
2000,1895.06,200,210,488
2000,2892.46,200,210,804
2000,2094.54,48,51,426
2000,2792.72,48,50,22
2000,797.92,6,211,25
2000,2692.98,200,210,525
2000,2892.46,200,210,525
2000,2194.28,6,924,804
2000,2593.24,6,32,22
2000,2393.76,6,32,205
2000,1296.62,200,210,447
2000,1296.62,200,210,447
2000,1296.62,200,210,744
2000,2593.24,6,22,485
2000,3191.68,6,32,13
2000,1296.62,200,210,505
2000,1595.84,200,210,783
2000,1795.32,200,210,444
2000,2393.76,26,22,458
2000,1895.06,200,210,22
2000,2892.46,19,32,804
2000,2094.54,6,210,364
2000,1296.62,6,22,365
2000,1496.1,6,210,889
2000,1296.62,39,22,274
2000,2892.46,500,706,243
2000,1895.06,500,706,313
2000,1595.84,6,50,206
2000,2094.54,200,210,726
2000,2593.24,6,211,364
2000,2692.98,6,211,308
2000,797.92,6,51,22
2000,1296.62,6,89,303
2000,2094.54,6,210,373
2000,2393.76,4,211,313
2000,2393.76,23,939,377
2000,2892.46,200,210,804
2000,3391.16,200,210,723
2000,2194.28,6,210,274
2000,1795.32,55,21,313
2000,4488.3,200,210,303
2000,2194.28,6,210,889
2000,1595.84,6,210,585
2000,1496.1,6,210,174
2000,2892.46,200,210,563
2000,2892.46,6,599,759
2000,2393.76,6,902,417
2000,1795.32,6,902,23
2000,997.4,6,211,804
2000,1795.32,200,210,779
2000,3191.68,6,740,389
2000,4488.3,6,295,33
2000,2393.76,200,210,22
2000,2294.02,200,210,888
2000,1496.1,200,210,804
2000,1595.84,6,210,447
2000,1595.84,6,210,276
2000,2593.24,6,210,26
2000,2692.98,6,210,186
2000,2692.98,6,32,318
2000,3091.94,6,32,22
2000,3191.68,6,32,468
2000,2892.46,200,210,486
2000,1595.84,200,210,479
2000,1296.62,36,902,447
2000,2194.28,6,32,53
2000,2094.54,49,88,156
2000,3690.38,6,210,804
2000,3191.68,6,271,389
2000,2593.24,6,920,869
2000,6084.14,200,210,444
2000,2393.76,1,32,7
2000,1097.14,40,920,376
2000,2692.98,6,50,22
2000,2094.54,6,50,303
2000,1795.32,19,32,96
2000,1895.06,6,211,275
2000,1795.32,34,32,486
2000,2892.46,6,210,364
2000,1795.32,48,210,337
2000,1795.32,6,51,869
2000,1296.62,6,902,95
2000,997.4,200,210,507
2000,1595.84,19,195,176
2000,1895.06,200,210,468
2000,1595.84,28,902,22
2000,1595.84,6,902,379
2000,2393.76,200,210,889
2000,797.92,6,730,95
2000,3690.38,6,211,426
2000,3590.64,6,211,276
2000,2892.46,6,211,585
2000,2393.76,6,211,799
2000,3989.6,200,210,518
2000,7380.76,200,210,779
2000,6084.14,200,210,785
2000,2593.24,53,32,277
2000,1595.84,200,210,804
2000,2094.54,51,902,991
2000,2393.76,6,902,808
2000,2593.24,22,902,21
