YEAR,PERWT,BPL,ANCESTR1,OCC1990
1980,2004.6,34,939,157
1980,2004.6,36,22,379
1980,2004.6,36,50,188
1980,2004.6,9,50,277
1980,2004.6,36,50,316
1980,2004.6,36,32,597
1980,2004.6,36,939,808
1980,2004.6,36,939,277
1980,2004.6,36,21,869
1980,2004.6,36,50,337
1980,2004.6,42,50,13
1980,2004.6,34,50,348
1980,2004.6,36,50,804
1980,2004.6,6,22,423
1980,2004.6,36,88,628
1980,2004.6,36,20,628
1980,2004.6,36,142,436
1980,2004.6,36,51,453
1980,2004.6,36,32,453
1980,2004.6,36,22,204
1980,2004.6,36,291,348
1980,2004.6,36,50,785
1980,2004.6,34,91,744
1980,2004.6,36,148,187
1980,2004.6,36,21,185
1980,2004.6,36,32,503
1980,2004.6,36,178,22
1980,2004.6,36,22,95
1980,2004.6,35,50,337
1980,2004.6,13,900,453
1980,2004.6,13,900,468
1980,2004.6,13,900,453
1980,2004.6,49,32,156
1980,2004.6,6,22,229
1980,2004.6,36,32,675
1980,2004.6,36,97,313
1980,2004.6,36,939,808
1980,2004.6,36,148,156
1980,2004.6,36,32,804
1980,2004.6,36,50,274
1980,2004.6,36,21,486
1980,2004.6,36,32,505
1980,2004.6,25,22,315
1980,2004.6,36,22,434
1980,2004.6,36,32,785
1980,2004.6,36,22,274
1980,2004.6,36,22,468
1980,2004.6,36,22,243
1980,2004.6,36,142,167
1980,2004.6,36,26,507
1980,2004.6,36,50,337
1980,2004.6,36,51,348
1980,2004.6,9,88,206
1980,2004.6,36,51,274
1980,2004.6,36,51,747
1980,2004.6,36,51,634
1980,2004.6,36,51,254
1980,2004.6,36,51,668
1980,2004.6,25,51,274
1980,2004.6,36,32,417
1980,2004.6,36,32,25
1980,2004.6,9,50,23
1980,2004.6,36,32,22
1980,2004.6,36,22,185
1980,2004.6,36,22,558
1980,2004.6,36,22,22
1980,2004.6,36,22,468
1980,2004.6,9,939,486
1980,2004.6,36,939,447
1980,2004.6,18,142,22
1980,2004.6,18,32,313
1980,2004.6,34,51,104
1980,2004.6,39,22,156
1980,2004.6,36,21,229
1980,2004.6,36,32,534
1980,2004.6,37,50,643
1980,2004.6,36,26,435
1980,2004.6,36,50,567
1980,2004.6,36,32,65
1980,2004.6,34,50,337
1980,2004.6,36,32,73
1980,2004.6,36,142,214
1980,2004.6,36,51,335
1980,2004.6,36,32,677
1980,2004.6,45,32,905
1980,2004.6,45,50,276
1980,2004.6,36,125,243
1980,2004.6,36,82,804
1980,2004.6,36,22,315
1980,2004.6,36,50,453
1980,2004.6,36,50,417
1980,2004.6,42,900,337
1980,2004.6,36,51,575
1980,2004.6,36,51,23
1980,2004.6,36,261,337
1980,2004.6,36,50,189
1980,2004.6,36,291,95
1980,2004.6,36,51,13
1980,2004.6,36,148,179
1980,2004.6,36,22,156
1980,2004.6,36,900,274
1980,2004.6,36,900,347
1980,2004.6,500,740,22
1980,2004.6,36,261,316
1980,2004.6,36,50,15
1980,2004.6,36,900,95
1980,2004.6,36,153,174
1980,2004.6,36,261,383
1980,2004.6,36,261,744
1980,2004.6,36,50,22
1980,2004.6,36,50,313
1980,2004.6,36,900,889
1980,2004.6,36,940,628
1980,2004.6,45,900,195
1980,2004.6,45,900,313
1980,2004.6,36,261,889
1980,2004.6,36,335,27
1980,2004.6,4,308,274
1980,2004.6,13,900,387
1980,2004.6,36,900,274
1980,2004.6,47,900,337
1980,2004.6,26,50,195
1980,2004.6,300,235,461
1980,2004.6,36,939,318
1980,2004.6,37,900,313
1980,2004.6,36,24,808
1980,2004.6,36,24,315
1980,2004.6,36,50,95
1980,2004.6,36,322,163
1980,2004.6,36,271,308
1980,2004.6,36,50,527
1980,2004.6,37,900,315
1980,2004.6,51,900,779
1980,2004.6,36,51,389
1980,2004.6,13,900,405
1980,2004.6,36,50,329
1980,2004.6,36,51,549
1980,2004.6,36,51,337
1980,2004.6,36,51,95
1980,2004.6,36,46,436
1980,2004.6,1,900,436
1980,2004.6,51,900,315
1980,2004.6,36,51,628
1980,2004.6,36,51,276
1980,2004.6,36,900,337
1980,2004.6,36,51,417
1980,2004.6,36,32,156
1980,2004.6,37,900,686
1980,2004.6,36,939,319
1980,2004.6,24,900,463
1980,2004.6,13,900,174
1980,2004.6,1,900,18
1980,2004.6,34,900,313
1980,2004.6,36,148,315
1980,2004.6,36,3,804
1980,2004.6,36,142,303
1980,2004.6,45,900,505
1980,2004.6,36,51,243
1980,2004.6,36,32,178
1980,2004.6,51,900,809
1980,2004.6,37,900,804
1980,2004.6,36,51,747
1980,2004.6,36,51,13
1980,2004.6,36,32,628
1980,2004.6,36,51,337
1980,2004.6,36,50,637
1980,2004.6,36,51,274
1980,2004.6,36,50,335
1980,2004.6,36,900,407
1980,2004.6,36,900,514
1980,2004.6,36,900,447
1980,2004.6,36,22,303
1980,2004.6,45,939,808
1980,2004.6,36,900,765
1980,2004.6,36,32,453
1980,2004.6,36,32,585
1980,2004.6,48,210,313
1980,2004.6,36,50,418
1980,2004.6,36,50,313
1980,2004.6,36,50,379
1980,2004.6,36,50,379
1980,2004.6,45,900,628
1980,2004.6,45,900,95
1980,2004.6,36,129,22
1980,2004.6,36,939,243
1980,2004.6,36,939,276
1980,2004.6,36,51,373
1980,2004.6,300,370,447
1980,2004.6,36,900,203
1980,2004.6,36,50,23
1980,2004.6,36,51,889
1980,2004.6,45,900,316
1980,2004.6,36,46,505
1980,2004.6,500,706,744
1980,2004.6,37,900,804
1980,2004.6,20,900,779
1980,2004.6,36,261,579
1980,2004.6,45,900,405
1980,2004.6,36,51,567
1980,2004.6,36,429,313
1980,2004.6,1,900,447
1980,2004.6,36,32,313
1980,2004.6,36,148,337
1980,2004.6,36,50,154
1980,2004.6,45,900,743
1980,2004.6,36,51,875
1980,2004.6,51,599,14
1980,2004.6,36,50,779
1980,2004.6,42,142,18
1980,2004.6,36,148,375
1980,2004.6,36,148,628
1980,2004.6,36,142,313
1980,2004.6,37,900,313
1980,2004.6,45,939,356
1980,2004.6,12,900,315
1980,2004.6,36,51,844
1980,2004.6,36,3,274
1980,2004.6,36,939,534
1980,2004.6,36,900,365
1980,2004.6,36,939,379
1980,2004.6,300,370,789
1980,2004.6,300,370,447
1980,2004.6,36,51,7
1980,2004.6,45,900,157
1980,2004.6,36,900,426
1980,2004.6,36,51,364
1980,2004.6,300,237,243
1980,2004.6,36,308,875
1980,2004.6,36,308,426
1980,2004.6,37,900,22
1980,2004.6,37,900,303
1980,2004.6,36,125,157
1980,2004.6,36,148,303
1980,2004.6,36,148,156
1980,2004.6,36,900,254
1980,2004.6,36,125,157
1980,2004.6,37,900,628
1980,2004.6,36,900,95
1980,2004.6,36,32,365
1980,2004.6,36,261,734
1980,2004.6,36,261,379
1980,2004.6,36,51,274
1980,2004.6,36,51,436
1980,2004.6,36,900,22
1980,2004.6,36,22,785
1980,2004.6,36,51,687
1980,2004.6,36,51,417
1980,2004.6,36,900,379
1980,2004.6,36,50,364
1980,2004.6,36,111,436
1980,2004.6,36,195,84
1980,2004.6,13,900,386
1980,2004.6,37,931,207
1980,2004.6,36,900,355
1980,2004.6,36,900,405
1980,2004.6,36,900,744
1980,2004.6,36,51,156
1980,2004.6,36,939,274
1980,2004.6,36,291,686
1980,2004.6,300,237,744
1980,2004.6,9,22,95
1980,2004.6,36,939,754
1980,2004.6,45,900,189
1980,2004.6,36,900,769
1980,2004.6,36,431,22
1980,2004.6,42,22,25
1980,2004.6,5,171,7
1980,2004.6,37,900,779
1980,2004.6,36,22,407
1980,2004.6,36,148,736
1980,2004.6,36,32,195
1980,2004.6,36,3,59
1980,2004.6,36,900,785
1980,2004.6,36,900,323
1980,2004.6,36,142,176
1980,2004.6,36,32,159
1980,2004.6,36,32,274
1980,2004.6,15,291,883
1980,2004.6,300,84,22
1980,2004.6,35,920,453
1980,2004.6,13,900,455
1980,2004.6,36,171,84
1980,2004.6,25,171,103
1980,2004.6,36,900,426
1980,2004.6,36,148,195
1980,2004.6,36,900,453
1980,2004.6,36,144,13
1980,2004.6,36,939,364
1980,2004.6,26,425,25
1980,2004.6,36,51,85
1980,2004.6,34,32,185
1980,2004.6,300,234,405
1980,2004.6,25,22,22
1980,2004.6,44,22,235
1980,2004.6,42,88,385
1980,2004.6,36,148,195
1980,2004.6,36,50,637
1980,2004.6,34,51,274
1980,2004.6,48,22,34
1980,2004.6,15,22,169
1980,2004.6,36,22,185
1980,2004.6,36,32,84
1980,2004.6,56,91,313
1980,2004.6,36,261,207
1980,2004.6,50,900,387
1980,2004.6,36,261,779
1980,2004.6,36,261,436
1980,2004.6,300,234,313
1980,2004.6,36,32,84
1980,2004.6,36,706,337
1980,2004.6,45,900,18
1980,2004.6,36,50,876
1980,2004.6,300,51,187
1980,2004.6,36,51,185
1980,2004.6,34,3,235
1980,2004.6,36,148,469
1980,2004.6,25,22,319
1980,2004.6,36,50,185
1980,2004.6,36,900,53
1980,2004.6,36,51,189
1980,2004.6,36,148,178
1980,2004.6,36,22,64
1980,2004.6,26,32,195
1980,2004.6,13,32,255
1980,2004.6,36,21,185
1980,2004.6,42,50,253
1980,2004.6,36,939,365
1980,2004.6,36,793,686
1980,2004.6,36,195,156
1980,2004.6,36,900,376
1980,2004.6,9,142,337
1980,2004.6,41,32,255
1980,2004.6,36,22,195
1980,2004.6,36,900,22
1980,2004.6,45,900,303
1980,2004.6,37,900,405
1980,2004.6,36,32,178
1980,2004.6,36,148,156
1980,2004.6,36,51,156
1980,2004.6,36,51,313
1980,2004.6,42,32,26
1980,2004.6,36,32,185
1980,2004.6,36,3,22
1980,2004.6,45,900,486
1980,2004.6,37,900,436
1980,2004.6,9,125,156
1980,2004.6,34,148,157
1980,2004.6,12,22,186
1980,2004.6,12,22,154
1980,2004.6,36,3,426
1980,2004.6,36,51,274
1980,2004.6,36,148,274
1980,2004.6,55,21,657
1980,2004.6,500,706,809
1980,2004.6,500,706,744
1980,2004.6,11,939,174
1980,2004.6,36,22,22
1980,2004.6,36,32,26
1980,2004.6,36,291,274
1980,2004.6,36,51,84
1980,2004.6,36,900,315
1980,2004.6,36,82,22
1980,2004.6,36,51,313
1980,2004.6,36,261,885
1980,2004.6,42,50,337
1980,2004.6,42,50,95
1980,2004.6,36,900,22
1980,2004.6,36,22,313
1980,2004.6,6,22,84
1980,2004.6,39,32,337
1980,2004.6,44,51,313
1980,2004.6,36,22,774
1980,2004.6,34,22,316
1980,2004.6,500,706,637
1980,2004.6,25,148,185
1980,2004.6,35,22,43
1980,2004.6,13,900,14
1980,2004.6,13,32,463
1980,2004.6,36,142,187
1980,2004.6,42,22,235
1980,2004.6,500,706,436
1980,2004.6,500,706,744
1980,2004.6,36,51,326
1980,2004.6,34,142,303
1980,2004.6,34,924,436
1980,2004.6,500,706,444
1980,2004.6,500,706,744
1980,2004.6,36,924,57
1980,2004.6,37,900,326
1980,2004.6,36,148,22
1980,2004.6,36,800,159
1980,2004.6,22,26,469
1980,2004.6,9,88,183
1980,2004.6,45,900,407
1980,2004.6,12,900,869
1980,2004.6,36,900,779
1980,2004.6,24,900,379
1980,2004.6,300,235,379
1980,2004.6,34,22,22
1980,2004.6,500,706,229
1980,2004.6,500,706,164
1980,2004.6,36,32,303
1980,2004.6,36,46,313
1980,2004.6,36,148,23
1980,2004.6,36,142,156
1980,2004.6,36,51,808
1980,2004.6,36,50,365
1980,2004.6,300,291,567
1980,2004.6,36,50,558
1980,2004.6,36,51,22
1980,2004.6,36,32,229
1980,2004.6,36,51,156
1980,2004.6,36,142,319
1980,2004.6,500,706,436
1980,2004.6,36,51,195
1980,2004.6,36,50,313
1980,2004.6,36,939,354
1980,2004.6,36,50,274
1980,2004.6,36,50,883
1980,2004.6,36,50,335
1980,2004.6,36,900,156
1980,2004.6,36,50,375
1980,2004.6,28,900,453
1980,2004.6,45,900,447
1980,2004.6,36,21,13
1980,2004.6,36,50,859
1980,2004.6,36,32,313
1980,2004.6,36,50,276
1980,2004.6,36,50,179
1980,2004.6,36,51,355
1980,2004.6,36,50,335
1980,2004.6,36,50,549
1980,2004.6,36,50,313
1980,2004.6,300,234,534
1980,2004.6,500,706,436
1980,2004.6,500,706,744
1980,2004.6,36,32,25
1980,2004.6,45,900,426
1980,2004.6,42,900,889
1980,2004.6,1,900,447
1980,2004.6,36,900,316
1980,2004.6,36,939,276
1980,2004.6,300,234,444
1980,2004.6,300,234,744
1980,2004.6,36,148,23
1980,2004.6,36,148,23
1980,2004.6,36,51,22
1980,2004.6,48,32,22
1980,2004.6,36,51,383
1980,2004.6,36,51,29
1980,2004.6,36,50,804
1980,2004.6,36,148,156
1980,2004.6,36,125,379
1980,2004.6,36,32,426
1980,2004.6,36,50,809
1980,2004.6,250,291,505
1980,2004.6,250,271,628
1980,2004.6,250,271,461
1980,2004.6,36,142,313
1980,2004.6,36,50,518
1980,2004.6,500,706,195
1980,2004.6,36,51,418
1980,2004.6,36,111,65
1980,2004.6,36,51,303
1980,2004.6,36,51,313
1980,2004.6,45,900,208
1980,2004.6,300,235,809
1980,2004.6,36,32,53
1980,2004.6,5,900,335
1980,2004.6,12,900,426
1980,2004.6,300,235,458
1980,2004.6,13,900,447
1980,2004.6,36,142,235
1980,2004.6,26,142,218
1980,2004.6,36,22,423
1980,2004.6,36,51,96
1980,2004.6,36,51,313
1980,2004.6,36,51,889
1980,2004.6,36,148,156
1980,2004.6,36,148,156
1980,2004.6,500,706,22
1980,2004.6,500,706,164
1980,2004.6,300,291,579
1980,2004.6,300,291,405
1980,2004.6,36,46,808
1980,2004.6,36,50,22
1980,2004.6,300,234,315
1980,2004.6,36,51,23
1980,2004.6,17,98,8
1980,2004.6,36,900,326
1980,2004.6,36,51,514
1980,2004.6,36,51,338
1980,2004.6,25,50,888
1980,2004.6,1,900,274
1980,2004.6,13,900,447
1980,2004.6,36,88,527
1980,2004.6,36,51,55
1980,2004.6,36,84,375
1980,2004.6,36,84,535
1980,2004.6,36,50,23
1980,2004.6,36,142,274
1980,2004.6,36,50,274
1980,2004.6,300,234,779
1980,2004.6,300,234,744
1980,2004.6,45,900,36
1980,2004.6,25,900,364
1980,2004.6,37,900,22
1980,2004.6,45,22,505
1980,2004.6,45,22,447
1980,2004.6,36,51,453
1980,2004.6,34,50,418
1980,2004.6,34,50,628
1980,2004.6,36,51,585
1980,2004.6,36,51,313
1980,2004.6,36,142,22
1980,2004.6,36,51,809
1980,2004.6,36,22,22
1980,2004.6,36,51,22
1980,2004.6,36,51,418
1980,2004.6,36,51,445
1980,2004.6,36,50,313
1980,2004.6,36,51,84
1980,2004.6,500,706,277
1980,2004.6,500,706,23
1980,2004.6,36,51,157
1980,2004.6,6,51,379
1980,2004.6,36,931,156
1980,2004.6,36,51,64
1980,2004.6,36,32,518
1980,2004.6,39,32,96
1980,2004.6,36,142,804
1980,2004.6,36,32,23
1980,2004.6,36,22,734
1980,2004.6,36,22,434
1980,2004.6,36,32,507
1980,2004.6,36,50,376
1980,2004.6,36,142,696
1980,2004.6,34,50,313
1980,2004.6,36,32,523
1980,2004.6,36,125,308
1980,2004.6,36,89,23
1980,2004.6,36,51,779
1980,2004.6,36,32,445
1980,2004.6,13,900,243
1980,2004.6,36,940,178
1980,2004.6,36,940,314
1980,2004.6,36,50,22
1980,2004.6,300,615,628
1980,2004.6,300,615,779
1980,2004.6,36,51,313
1980,2004.6,36,50,527
1980,2004.6,36,32,599
1980,2004.6,36,22,518
1980,2004.6,36,89,337
1980,2004.6,36,51,13
1980,2004.6,36,142,95
1980,2004.6,54,900,447
1980,2004.6,36,50,313
1980,2004.6,36,51,23
1980,2004.6,36,50,155
1980,2004.6,36,50,417
1980,2004.6,300,235,303
1980,2004.6,36,88,313
1980,2004.6,36,26,22
1980,2004.6,36,261,159
1980,2004.6,51,22,174
1980,2004.6,36,50,779
1980,2004.6,36,50,207
1980,2004.6,36,51,22
1980,2004.6,53,50,13
1980,2004.6,36,22,668
1980,2004.6,36,51,276
1980,2004.6,36,125,443
1980,2004.6,36,50,14
1980,2004.6,36,51,22
1980,2004.6,45,900,447
1980,2004.6,36,22,348
1980,2004.6,250,271,579
1980,2004.6,250,271,785
1980,2004.6,25,50,154
1980,2004.6,9,26,329
1980,2004.6,300,370,447
1980,2004.6,51,900,804
1980,2004.6,36,50,235
1980,2004.6,6,22,186
1980,2004.6,17,50,255
1980,2004.6,36,22,348
1980,2004.6,36,51,313
1980,2004.6,17,50,187
1980,2004.6,36,148,22
1980,2004.6,36,148,337
1980,2004.6,34,51,255
1980,2004.6,36,32,159
1980,2004.6,37,900,274
1980,2004.6,5,900,447
1980,2004.6,37,3,254
1980,2004.6,42,148,176
1980,2004.6,13,900,809
1980,2004.6,13,900,468
1980,2004.6,36,51,156
1980,2004.6,36,142,85
1980,2004.6,36,935,243
1980,2004.6,51,900,407
1980,2004.6,17,32,25
1980,2004.6,36,3,186
1980,2004.6,6,22,156
1980,2004.6,36,50,379
1980,2004.6,19,22,785
1980,2004.6,36,51,22
1980,2004.6,36,22,423
1980,2004.6,34,51,335
1980,2004.6,36,51,804
1980,2004.6,9,51,313
1980,2004.6,36,148,178
1980,2004.6,36,148,13
1980,2004.6,36,935,445
1980,2004.6,36,51,888
1980,2004.6,36,142,95
1980,2004.6,13,900,468
1980,2004.6,26,88,274
1980,2004.6,36,148,22
1980,2004.6,36,51,22
1980,2004.6,36,50,526
1980,2004.6,36,50,308
1980,2004.6,36,46,23
1980,2004.6,36,46,234
1980,2004.6,36,51,95
1980,2004.6,36,148,23
1980,2004.6,36,142,254
1980,2004.6,13,900,95
1980,2004.6,29,32,154
1980,2004.6,12,22,154
1980,2004.6,36,50,13
1980,2004.6,36,32,585
1980,2004.6,47,22,785
1980,2004.6,36,3,85
1980,2004.6,36,171,313
1980,2004.6,34,32,303
1980,2004.6,36,51,354
1980,2004.6,36,51,243
1980,2004.6,36,51,326
1980,2004.6,36,148,22
1980,2004.6,36,142,185
1980,2004.6,36,50,157
1980,2004.6,36,22,156
1980,2004.6,36,32,365
1980,2004.6,36,32,779
1980,2004.6,36,939,543
1980,2004.6,36,142,22
1980,2004.6,36,89,804
1980,2004.6,34,88,156
1980,2004.6,23,22,303
1980,2004.6,36,50,383
1980,2004.6,36,50,156
1980,2004.6,36,22,277
1980,2004.6,36,939,66
1980,2004.6,54,21,628
1980,2004.6,54,22,749
1980,2004.6,36,148,256
1980,2004.6,36,261,418
1980,2004.6,36,261,383
1980,2004.6,36,144,7
1980,2004.6,36,3,14
1980,2004.6,36,129,156
1980,2004.6,36,291,185
1980,2004.6,36,939,337
1980,2004.6,17,26,783
1980,2004.6,36,50,95
1980,2004.6,36,50,804
1980,2004.6,36,32,785
1980,2004.6,36,148,156
1980,2004.6,36,142,809
1980,2004.6,42,51,157
1980,2004.6,36,51,243
1980,2004.6,36,148,28
1980,2004.6,36,20,15
1980,2004.6,36,3,274
1980,2004.6,36,51,22
1980,2004.6,36,51,22
1980,2004.6,36,51,258
1980,2004.6,36,51,468
1980,2004.6,36,50,804
1980,2004.6,36,142,785
1980,2004.6,36,939,13
1980,2004.6,51,22,779
1980,2004.6,36,22,174
1980,2004.6,36,22,174
1980,2004.6,36,51,505
1980,2004.6,36,51,373
1980,2004.6,36,32,338
1980,2004.6,36,22,804
1980,2004.6,36,22,628
1980,2004.6,36,939,734
1980,2004.6,36,32,628
1980,2004.6,51,32,436
1980,2004.6,36,32,435
1980,2004.6,51,939,804
1980,2004.6,13,900,407
1980,2004.6,36,32,337
1980,2004.6,36,50,804
1980,2004.6,36,51,535
1980,2004.6,36,24,157
1980,2004.6,36,50,156
1980,2004.6,36,51,23
1980,2004.6,300,234,667
1980,2004.6,36,22,383
1980,2004.6,36,931,423
1980,2004.6,36,50,274
1980,2004.6,24,22,418
1980,2004.6,45,50,156
1980,2004.6,36,51,178
1980,2004.6,36,46,157
1980,2004.6,36,32,434
1980,2004.6,36,939,22
1980,2004.6,300,234,22
1980,2004.6,300,234,468
1980,2004.6,42,171,373
1980,2004.6,42,125,95
1980,2004.6,36,32,418
1980,2004.6,36,51,383
1980,2004.6,42,22,164
1980,2004.6,27,46,22
1980,2004.6,36,51,313
1980,2004.6,36,51,527
1980,2004.6,36,32,579
1980,2004.6,36,142,585
1980,2004.6,36,142,337
1980,2004.6,36,32,313
1980,2004.6,36,3,337
1980,2004.6,36,142,418
1980,2004.6,55,98,104
1980,2004.6,36,51,178
1980,2004.6,36,32,178
1980,2004.6,36,142,23
1980,2004.6,36,142,36
1980,2004.6,36,939,7
1980,2004.6,6,939,166
1980,2004.6,36,21,315
1980,2004.6,36,142,386
1980,2004.6,36,142,386
1980,2004.6,37,900,453
1980,2004.6,36,148,156
1980,2004.6,29,22,59
1980,2004.6,4,22,156
1980,2004.6,36,32,386
1980,2004.6,42,97,318
1980,2004.6,36,148,736
1980,2004.6,36,148,337
1980,2004.6,36,144,575
1980,2004.6,36,125,274
1980,2004.6,36,148,785
1980,2004.6,37,50,579
1980,2004.6,51,900,796
1980,2004.6,36,50,178
1980,2004.6,36,50,318
1980,2004.6,36,148,22
1980,2004.6,36,50,505
1980,2004.6,36,50,376
1980,2004.6,36,51,426
1980,2004.6,36,32,859
1980,2004.6,36,50,303
1980,2004.6,36,50,365
1980,2004.6,36,142,156
1980,2004.6,36,22,378
1980,2004.6,36,291,22
1980,2004.6,36,22,7
1980,2004.6,36,32,808
1980,2004.6,36,148,22
1980,2004.6,36,22,178
1980,2004.6,36,142,549
1980,2004.6,36,51,379
1980,2004.6,36,51,567
1980,2004.6,42,91,658
1980,2004.6,36,148,274
1980,2004.6,36,148,313
1980,2004.6,36,51,22
1980,2004.6,34,50,159
1980,2004.6,36,51,379
1980,2004.6,42,32,418
1980,2004.6,36,32,505
1980,2004.6,36,51,276
1980,2004.6,36,51,378
1980,2004.6,36,22,243
1980,2004.6,36,26,156
1980,2004.6,36,51,378
1980,2004.6,36,89,458
1980,2004.6,36,82,224
1980,2004.6,36,32,274
1980,2004.6,36,291,575
1980,2004.6,36,50,447
1980,2004.6,36,51,458
1980,2004.6,36,91,355
1980,2004.6,36,22,468
1980,2004.6,36,32,156
1980,2004.6,36,46,383
1980,2004.6,36,50,808
1980,2004.6,36,22,313
1980,2004.6,36,51,313
1980,2004.6,25,88,14
1980,2004.6,36,51,22
1980,2004.6,25,50,59
1980,2004.6,25,50,785
1980,2004.6,36,3,156
1980,2004.6,36,148,156
1980,2004.6,36,32,505
1980,2004.6,36,50,308
1980,2004.6,36,3,326
1980,2004.6,36,111,577
1980,2004.6,36,91,313
1980,2004.6,36,32,274
1980,2004.6,36,171,446
1980,2004.6,36,50,23
1980,2004.6,36,50,888
1980,2004.6,36,51,308
1980,2004.6,36,50,434
1980,2004.6,36,900,22
1980,2004.6,25,22,585
1980,2004.6,36,900,744
1980,2004.6,300,291,696
1980,2004.6,36,142,213
1980,2004.6,36,89,445
1980,2004.6,36,50,869
1980,2004.6,36,51,889
1980,2004.6,36,51,96
1980,2004.6,36,51,785
1980,2004.6,36,3,243
1980,2004.6,1,900,637
1980,2004.6,39,900,785
1980,2004.6,36,51,744
1980,2004.6,45,900,348
1980,2004.6,25,32,208
1980,2004.6,36,148,243
1980,2004.6,36,125,274
1980,2004.6,36,51,585
1980,2004.6,36,126,458
1980,2004.6,36,32,354
1980,2004.6,36,32,315
1980,2004.6,36,939,59
1980,2004.6,36,32,567
1980,2004.6,36,82,253
1980,2004.6,12,22,313
1980,2004.6,36,89,889
1980,2004.6,48,32,453
1980,2004.6,36,51,888
1980,2004.6,34,50,157
1980,2004.6,36,32,157
1980,2004.6,36,50,22
1980,2004.6,36,50,95
1980,2004.6,36,32,22
1980,2004.6,36,50,518
1980,2004.6,36,51,22
1980,2004.6,36,50,23
1980,2004.6,36,50,418
1980,2004.6,34,51,213
1980,2004.6,25,51,823
1980,2004.6,36,51,274
1980,2004.6,36,32,157
1980,2004.6,36,82,375
1980,2004.6,36,940,435
1980,2004.6,36,22,883
1980,2004.6,36,900,585
1980,2004.6,36,51,653
1980,2004.6,36,142,277
1980,2004.6,36,22,319
1980,2004.6,36,32,383
1980,2004.6,36,32,523
1980,2004.6,36,32,337
1980,2004.6,36,51,69
1980,2004.6,36,22,319
1980,2004.6,36,51,318
1980,2004.6,36,22,243
1980,2004.6,36,3,303
1980,2004.6,36,261,313
1980,2004.6,36,32,274
1980,2004.6,36,50,313
1980,2004.6,36,142,575
1980,2004.6,36,50,446
1980,2004.6,36,46,874
1980,2004.6,36,50,29
1980,2004.6,36,51,804
1980,2004.6,36,32,13
1980,2004.6,36,21,308
1980,2004.6,36,291,435
1980,2004.6,36,32,243
1980,2004.6,36,50,274
1980,2004.6,36,142,274
1980,2004.6,36,97,184
1980,2004.6,36,51,355
1980,2004.6,36,50,784
1980,2004.6,36,434,274
1980,2004.6,36,142,313
1980,2004.6,39,50,804
1980,2004.6,36,50,804
1980,2004.6,21,32,518
1980,2004.6,47,50,859
1980,2004.6,39,32,804
1980,2004.6,39,32,447
1980,2004.6,39,50,95
1980,2004.6,39,50,549
1980,2004.6,39,32,518
1980,2004.6,39,32,274
1980,2004.6,39,195,25
1980,2004.6,39,939,544
1980,2004.6,39,22,22
1980,2004.6,39,22,37
1980,2004.6,39,32,785
1980,2004.6,39,22,558
1980,2004.6,39,32,84
1980,2004.6,39,21,22
1980,2004.6,39,32,405
1980,2004.6,39,32,468
1980,2004.6,39,32,889
1980,2004.6,26,900,518
1980,2004.6,39,900,889
1980,2004.6,26,22,461
1980,2004.6,39,50,379
1980,2004.6,21,50,447
1980,2004.6,47,900,453
1980,2004.6,47,32,779
1980,2004.6,47,32,447
1980,2004.6,39,22,888
1980,2004.6,21,50,809
1980,2004.6,26,142,154
1980,2004.6,39,939,22
1980,2004.6,39,295,459
1980,2004.6,39,32,379
1980,2004.6,39,32,303
1980,2004.6,39,142,27
1980,2004.6,39,51,313
1980,2004.6,17,22,156
1980,2004.6,17,22,313
1980,2004.6,39,125,379
1980,2004.6,39,142,348
1980,2004.6,39,142,315
1980,2004.6,39,142,703
1980,2004.6,12,900,785
1980,2004.6,39,32,435
1980,2004.6,39,22,313
1980,2004.6,39,32,55
1980,2004.6,39,142,418
1980,2004.6,11,50,313
1980,2004.6,39,22,156
1980,2004.6,39,32,157
1980,2004.6,39,210,95
1980,2004.6,47,920,448
1980,2004.6,39,26,13
1980,2004.6,36,26,628
1980,2004.6,39,32,628
1980,2004.6,39,32,628
1980,2004.6,39,26,446
1980,2004.6,39,22,357
1980,2004.6,42,939,256
1980,2004.6,39,939,156
1980,2004.6,39,32,514
1980,2004.6,18,50,14
1980,2004.6,17,89,156
1980,2004.6,39,32,804
1980,2004.6,39,32,156
1980,2004.6,54,22,796
1980,2004.6,54,21,444
1980,2004.6,39,22,22
1980,2004.6,39,22,274
1980,2004.6,39,32,225
1980,2004.6,23,22,575
1980,2004.6,5,22,453
1980,2004.6,39,32,159
1980,2004.6,51,939,877
1980,2004.6,51,939,356
1980,2004.6,44,22,518
1980,2004.6,39,32,706
1980,2004.6,39,50,785
1980,2004.6,39,32,313
1980,2004.6,39,88,156
1980,2004.6,36,50,375
1980,2004.6,39,125,796
1980,2004.6,39,32,308
1980,2004.6,42,50,348
1980,2004.6,5,88,804
1980,2004.6,5,22,558
1980,2004.6,54,22,779
1980,2004.6,39,32,785
1980,2004.6,42,32,779
1980,2004.6,39,142,276
1980,2004.6,42,50,274
1980,2004.6,39,142,156
1980,2004.6,39,32,696
1980,2004.6,39,939,235
1980,2004.6,54,920,779
1980,2004.6,42,26,14
1980,2004.6,42,26,154
1980,2004.6,39,22,628
1980,2004.6,42,22,796
1980,2004.6,47,900,313
1980,2004.6,39,176,274
1980,2004.6,39,125,254
1980,2004.6,39,939,518
1980,2004.6,39,939,274
1980,2004.6,39,125,675
