"YEAR","DATANUM","SERIAL","HHWT","GQ","PERNUM","PERWT","AGE","BPL","BPLD","ANCESTR1","ANCESTR1D","OCC1990"
2000,1,4883662,1496.1,1,2,1196.88,31,200,20000,210,2101,534
2000,1,4885458,1196.88,1,1,1496.1,37,200,20000,291,2910,444
2000,1,4885458,1196.88,1,2,1196.88,35,200,20000,291,2910,435
2000,1,4886355,2992.2,1,2,9874.26,36,48,4800,210,2101,365
2000,1,4890245,598.44,2,2,598.44,36,200,20000,210,2101,766
2000,1,4890245,598.44,2,3,598.44,35,200,20000,210,2101,804
2000,1,4890245,598.44,2,4,598.44,40,200,20000,210,2101,779
2000,1,4901316,2094.54,1,4,1795.32,34,200,20000,211,2110,447
2000,1,4902413,598.44,1,1,598.44,34,48,4800,210,2101,558
2000,1,4906702,2393.76,1,1,1496.1,36,200,20000,210,2101,436
2000,1,4913285,1595.84,1,2,1595.84,30,6,600,226,2260,465
2000,1,4923459,3291.42,1,2,2393.76,41,39,3900,210,2101,254
2000,1,4924356,1496.1,1,1,897.66,33,200,20000,210,2101,785
2000,1,4924356,1496.1,1,2,2094.54,34,200,20000,210,2101,686
2000,1,4926650,4488.3,1,1,4189.08,39,6,600,210,2101,505
2000,1,4926650,4488.3,1,2,5086.74,35,48,4800,290,2900,159
2000,1,4926750,299.22,1,1,598.44,33,200,20000,210,2101,22
2000,1,4926750,299.22,1,2,897.66,37,200,20000,210,2101,459
2000,1,4927548,1496.1,1,1,1196.88,30,48,4800,210,2101,804
2000,1,4927648,1795.32,1,1,2692.98,33,6,600,210,2101,4
2000,1,4928146,2094.54,1,2,1496.1,40,48,4800,210,2101,337
2000,1,4928944,2094.54,1,1,2094.54,37,48,4800,290,2900,418
2000,1,4928944,2094.54,1,2,2393.76,37,48,4800,211,2110,468
2000,1,4929244,2393.76,1,3,4488.3,36,48,4800,210,2101,634
2000,1,4930141,2992.2,1,1,3291.42,35,17,1700,210,2101,243
2000,1,4933931,598.44,1,2,598.44,37,48,4800,211,2110,313
2000,1,4934031,598.44,1,1,299.22,38,200,20000,291,2910,558
2000,1,4935727,2094.54,1,1,1795.32,50,200,20000,210,2101,869
2000,1,4936924,1496.1,1,1,2393.76,41,48,4800,210,2101,888
2000,1,4937023,1496.1,1,1,2094.54,46,48,4800,290,2900,156
2000,1,4937123,2393.76,1,2,1795.32,30,200,20000,210,2101,567
2000,1,4937522,3291.42,1,1,2094.54,41,200,20000,210,2101,486
2000,1,4937721,3590.64,1,1,3291.42,46,200,20000,210,2101,468
2000,1,4937821,1496.1,1,1,2094.54,33,200,20000,210,2101,595
2000,1,4938619,1496.1,1,2,1496.1,47,200,20000,210,2102,448
2000,1,4938819,2094.54,1,1,1196.88,45,200,20000,218,2183,869
2000,1,4939018,1496.1,1,1,1496.1,49,48,4800,211,2110,405
2000,1,4940514,1496.1,1,1,1795.32,31,48,4800,210,2101,736
2000,1,4940514,1496.1,1,2,1795.32,31,48,4800,210,2101,55
2000,1,4940813,1496.1,1,1,1196.88,38,48,4800,210,2101,889
2000,1,4940813,1496.1,1,2,1196.88,36,48,4800,210,2101,385
2000,1,4941711,1595.84,1,1,1795.32,45,200,20000,210,2101,779
2000,1,4942010,2393.76,1,1,1496.1,34,200,20000,210,2101,754
2000,1,4942010,2393.76,1,2,1196.88,32,200,20000,210,2101,736
2000,1,4942210,1196.88,1,4,1296.62,30,200,20000,291,2910,274
2000,1,4942609,2692.98,1,1,1795.32,50,200,20000,210,2101,719
2000,1,4942609,2692.98,1,2,1496.1,47,200,20000,210,2101,888
2000,1,4943905,1795.32,1,1,1795.32,35,200,20000,210,2101,628
2000,1,4944404,1795.32,1,1,2094.54,49,200,20000,290,2900,185
2000,1,4946698,3291.42,1,1,2992.2,31,48,4800,290,2900,348
2000,1,4948094,2393.76,1,1,1795.32,42,200,20000,210,2101,453
2000,1,4951186,1496.1,1,1,1496.1,34,200,20000,210,2101,567
2000,1,4951785,2393.76,1,1,2692.98,48,200,20000,210,2101,804
2000,1,4951785,2393.76,1,2,2094.54,45,48,4800,210,2101,276
2000,1,4951885,1196.88,1,1,1196.88,41,48,4800,290,2900,355
2000,1,4952084,2692.98,1,1,4787.52,50,200,20000,218,2183,479
2000,1,4953979,2692.98,1,1,3291.42,45,200,20000,210,2102,749
2000,1,4953979,2692.98,1,2,3989.6,40,200,20000,210,2102,549
2000,1,4954877,2692.98,1,1,2094.54,31,200,20000,210,2101,17
2000,1,4955375,3889.86,1,1,3690.38,41,200,20000,210,2101,15
2000,1,4955375,3889.86,1,2,4488.3,35,48,4800,210,2101,159
2000,1,4955475,598.44,1,2,598.44,31,200,20000,210,2101,869
2000,1,4957270,1496.1,1,1,1496.1,33,200,20000,210,2102,473
2000,1,4958268,2393.76,1,1,2992.2,42,200,20000,210,2101,243
2000,1,4962457,3590.64,1,3,3091.94,35,200,20000,210,2101,888
2000,1,4965748,3889.86,1,1,3291.42,35,200,20000,210,2101,573
2000,1,4966347,2992.2,1,2,4189.08,34,200,20000,210,2101,436
2000,1,4968342,2393.76,1,2,2992.2,32,200,20000,210,2101,443
2000,1,4969937,2692.98,1,1,3091.94,38,200,20000,290,2900,405
2000,1,4970137,2992.2,1,1,3889.86,38,48,4800,210,2101,736
2000,1,4971035,3291.42,1,2,2393.76,37,48,4800,210,2101,303
2000,1,4971932,2393.76,1,4,2692.98,47,200,20000,290,2900,628
2000,1,4973229,1795.32,1,1,1496.1,50,300,30020,233,2330,274
2000,1,4974426,2393.76,1,1,1196.88,37,200,20000,210,2101,869
2000,1,4974426,2393.76,1,2,1795.32,38,200,20000,210,2101,468
2000,1,4974426,2393.76,1,3,2094.54,42,200,20000,210,2101,869
2000,1,4974426,2393.76,1,4,1196.88,41,200,20000,210,2101,869
2000,1,4974426,2393.76,1,6,1496.1,32,200,20000,210,2101,779
2000,1,4977019,2692.98,1,1,2393.76,42,250,25000,271,2710,567
2000,1,4977019,2692.98,1,2,2194.28,38,200,20000,210,2101,486
2000,1,4977019,2692.98,1,3,2393.76,42,200,20000,210,2101,563
2000,1,4977218,1196.88,1,2,1496.1,47,200,20000,210,2101,889
2000,1,4980011,2692.98,1,1,1795.32,35,48,4800,210,2101,365
2000,1,4980909,2094.54,1,1,2393.76,31,48,4800,290,2900,579
2000,1,4982904,2692.98,1,1,4488.3,35,200,20000,210,2101,453
2000,1,4984599,2094.54,1,2,1496.1,37,200,20000,210,2101,889
2000,1,4984599,2094.54,1,3,1795.32,30,200,20000,210,2101,405
2000,1,4984998,3091.94,1,1,3391.16,34,48,4800,210,2101,214
2000,1,4984998,3091.94,1,2,2692.98,38,200,20000,210,2101,453
2000,1,4986195,3889.86,1,1,4189.08,31,48,4800,210,2101,804
2000,1,4986195,3889.86,1,2,3291.42,33,48,4800,210,2101,804
2000,1,4986295,1496.1,1,1,1496.1,31,6,600,210,2102,534
2000,1,4987292,2393.76,1,1,1795.32,37,200,20000,210,2101,595
2000,1,4989387,1795.32,1,1,1496.1,39,200,20000,210,2101,708
2000,1,4991382,1795.32,1,2,1795.32,31,200,20000,210,2102,276
2000,1,4992279,2692.98,1,1,2692.98,45,48,4800,210,2101,595
2000,1,4992778,2094.54,1,3,2992.2,38,48,4800,275,2750,64
2000,1,4993177,1795.32,1,2,2094.54,43,200,20000,210,2101,436
2000,1,4993476,1496.1,1,1,2094.54,46,200,20000,210,2101,804
2000,1,4993476,1496.1,1,2,1496.1,50,200,20000,210,2101,779
2000,1,4994174,1795.32,1,1,1795.32,49,200,20000,210,2101,507
2000,1,4994174,1795.32,1,2,2094.54,46,200,20000,210,2101,337
2000,1,4994473,1795.32,1,1,2094.54,50,48,4800,210,2101,799
2000,1,4994473,1795.32,1,2,1795.32,47,48,4800,210,2101,444
2000,1,4996069,2094.54,1,1,3291.42,50,200,20000,210,2101,505
2000,1,4996169,2393.76,1,1,3291.42,33,200,20000,210,2101,595
2000,1,5001655,598.44,1,1,598.44,41,200,20000,210,2101,744
2000,1,5005445,598.44,1,1,299.22,33,6,600,210,2101,756
2000,1,5007639,598.44,1,1,598.44,50,200,20000,210,2101,479
2000,1,5007739,1795.32,1,1,1496.1,35,48,4800,211,2110,744
2000,1,5014920,598.44,1,1,299.22,41,200,20000,210,2101,473
2000,1,5014920,598.44,1,2,598.44,37,4,400,210,2101,243
2000,1,5016815,2094.54,1,1,4488.3,43,48,4800,210,2101,185
2000,1,5016915,2094.54,1,1,2792.72,43,48,4800,210,2101,539
2000,1,5017813,897.66,1,2,897.66,47,48,4800,211,2110,808
2000,1,5020007,3291.42,1,1,2692.98,49,48,4800,290,2900,479
2000,1,5020406,1795.32,1,2,1196.88,50,48,4800,211,2110,458
2000,1,5021004,598.44,1,3,598.44,49,48,4800,210,2101,479
2000,1,5021503,2094.54,1,2,2393.76,36,200,20000,210,2101,453
2000,1,5021603,1296.62,1,3,1196.88,45,16,1600,211,2110,275
2000,1,5021603,1296.62,1,4,1196.88,43,48,4800,210,2101,423
2000,1,5023897,1496.1,1,1,897.66,30,200,20000,210,2101,505
2000,1,5024595,3291.42,1,1,2393.76,35,200,20000,210,2101,243
2000,1,5025094,1196.88,1,2,1196.88,35,35,3500,290,2900,808
2000,1,5025193,2992.2,1,1,2094.54,47,48,4800,211,2110,43
2000,1,5025493,2692.98,1,1,2692.98,36,200,20000,210,2102,585
2000,1,5026590,1795.32,1,1,1795.32,35,200,20000,210,2101,479
2000,1,5026590,1795.32,1,2,1496.1,34,200,20000,210,2101,479
2000,1,5026789,598.44,1,1,598.44,43,48,4800,210,2101,549
2000,1,5026789,598.44,1,2,598.44,38,200,20000,210,2101,25
2000,1,5026989,3889.86,1,2,3889.86,37,48,4800,210,2101,744
2000,1,5027088,598.44,1,1,598.44,38,200,20000,210,2101,518
2000,1,5027188,1795.32,1,1,1196.88,32,48,4800,210,2101,614
2000,1,5027188,1795.32,1,2,897.66,30,48,4800,210,2101,313
2000,1,5028086,1496.1,1,1,1196.88,49,200,20000,210,2101,518
2000,1,5028585,1496.1,1,1,1496.1,40,48,4800,290,2900,243
2000,1,5029183,897.66,1,1,1196.88,47,200,20000,210,2101,473
2000,1,5029183,897.66,1,2,897.66,40,48,4800,210,2101,159
2000,1,5029482,598.44,1,1,897.66,34,48,4800,210,2101,316
2000,1,5029582,2692.98,1,1,2692.98,38,200,20000,210,2102,699
2000,1,5029881,2393.76,1,1,2094.54,33,200,20000,210,2101,84
2000,1,5030779,2393.76,1,1,1496.1,48,200,20000,210,2101,567
2000,1,5030978,3291.42,1,1,3590.64,40,200,20000,210,2101,22
2000,1,5030978,3291.42,1,2,3590.64,41,200,20000,210,2101,156
2000,1,5031477,1795.32,1,1,1496.1,32,48,4800,210,2101,889
2000,1,5031677,2094.54,1,1,2692.98,43,48,4800,210,2101,567
2000,1,5031677,2094.54,1,2,1496.1,44,200,20000,210,2101,158
2000,1,5033173,1795.32,1,1,1196.88,48,200,20000,210,2102,364
2000,1,5033173,1795.32,1,2,1496.1,46,200,20000,210,2102,405
2000,1,5033372,2992.2,1,1,3590.64,31,200,20000,211,2110,418
2000,1,5033671,2094.54,1,1,2094.54,38,48,4800,210,2101,185
2000,1,5033871,1795.32,1,1,1496.1,45,200,20000,210,2101,804
2000,1,5034270,2094.54,1,1,2094.54,35,200,20000,210,2101,364
2000,1,5034270,2094.54,1,2,1795.32,33,200,20000,210,2101,799
2000,1,5034369,3291.42,1,2,2094.54,32,200,20000,210,2101,748
2000,1,5034768,2094.54,1,2,2393.76,38,6,600,210,2101,379
2000,1,5034868,2692.98,1,1,2393.76,31,35,3500,290,2900,905
2000,1,5035068,2393.76,1,1,2094.54,37,200,20000,210,2101,33
2000,1,5035267,3291.42,1,1,2992.2,30,48,4800,210,2101,785
2000,1,5035566,2692.98,1,1,2692.98,43,200,20000,210,2101,726
2000,1,5035566,2692.98,1,2,2692.98,37,200,20000,210,2101,359
2000,1,5035766,2393.76,1,1,2992.2,39,200,20000,210,2101,274
2000,1,5035965,3291.42,1,2,2393.76,33,200,20000,210,2101,95
2000,1,5036265,1496.1,1,1,1795.32,42,6,600,210,2101,243
2000,1,5036265,1496.1,1,2,1795.32,47,48,4800,210,2101,243
2000,1,5036464,598.44,1,1,299.22,47,200,20000,210,2101,488
2000,1,5036564,2692.98,1,1,2692.98,41,48,4800,290,2900,159
2000,1,5037262,3091.94,1,2,4189.08,48,200,20000,210,2101,889
2000,1,5037362,2094.54,1,1,2094.54,43,48,4800,210,2101,337
2000,1,5037561,598.44,1,1,598.44,37,200,20000,210,2101,479
2000,1,5037661,1196.88,1,5,1496.1,33,48,4800,210,2101,446
2000,1,5037761,2393.76,1,1,2393.76,39,48,4800,290,2900,275
2000,1,5037960,2094.54,1,1,2393.76,43,48,4800,211,2110,13
2000,1,5037960,2094.54,1,2,2393.76,40,5,500,211,2110,7
2000,1,5038160,3291.42,1,1,2692.98,44,200,20000,210,2101,84
2000,1,5038160,3291.42,1,2,2692.98,44,200,20000,210,2101,96
2000,1,5038459,1795.32,1,1,1496.1,44,48,4800,210,2101,453
2000,1,5038559,1795.32,1,1,2094.54,35,200,20000,210,2101,435
2000,1,5038658,2393.76,1,1,1795.32,37,200,20000,210,2101,405
2000,1,5039157,4787.52,1,1,2692.98,32,200,20000,210,2102,754
2000,1,5039157,4787.52,1,2,2992.2,37,200,20000,210,2102,991
2000,1,5039257,3590.64,1,1,3291.42,39,200,20000,210,2101,719
2000,1,5039556,2094.54,1,3,2393.76,32,48,4800,210,2101,628
2000,1,5039656,1496.1,1,1,3590.64,45,200,20000,210,2101,355
2000,1,5041950,897.66,1,2,897.66,37,48,4800,210,2101,423
2000,1,5042548,2393.76,1,1,3889.86,43,48,4800,210,2101,558
2000,1,5044842,2992.2,1,1,2393.76,43,200,20000,210,2101,869
2000,1,5044842,2992.2,1,2,2692.98,45,200,20000,210,2101,444
2000,1,5047435,2094.54,1,1,1795.32,40,48,4800,210,2101,436
2000,1,5047735,1795.32,1,1,1496.1,41,200,20000,210,2101,808
2000,1,5047735,1795.32,1,2,897.66,37,48,4800,210,2101,748
2000,1,5047834,2094.54,1,1,2393.76,35,200,20000,210,2102,804
2000,1,5047834,2094.54,1,2,2094.54,33,200,20000,210,2102,444
2000,1,5058706,1795.32,1,1,897.66,41,48,4800,211,2110,376
2000,1,5059105,598.44,1,1,598.44,37,48,4800,210,2101,17
2000,1,5059105,598.44,1,2,299.22,30,48,4800,210,2101,276
2000,1,5060402,2692.98,1,1,3291.42,44,200,20000,210,2101,563
2000,1,5060402,2692.98,1,2,2393.76,37,48,4800,211,2110,727
2000,1,5061200,598.44,1,2,598.44,43,48,4800,210,2101,436
2000,1,5063194,2393.76,1,1,2094.54,48,200,20000,210,2101,779
2000,1,5063194,2393.76,1,2,3889.86,41,200,20000,210,2101,759
2000,1,5063494,1196.88,1,1,1496.1,45,200,20000,210,2101,479
2000,1,5066087,897.66,1,1,897.66,39,200,20000,210,2101,486
2000,1,5072869,2393.76,1,1,3291.42,38,200,20000,210,2101,889
2000,1,5072869,2393.76,1,2,2992.2,39,200,20000,210,2101,275
2000,1,5077657,897.66,1,1,598.44,30,48,4800,210,2101,804
2000,1,5078056,1895.06,1,1,2094.54,36,200,20000,224,2240,785
2000,1,5080449,2692.98,1,2,2393.76,35,35,3500,210,2101,418
2000,1,5080749,2692.98,1,1,1196.88,33,200,20000,210,2101,869
2000,1,5083142,2393.76,1,1,1795.32,50,48,4800,210,2101,14
2000,1,5083741,1496.1,1,1,2094.54,40,48,4800,211,2110,243
2000,1,5083741,1496.1,1,2,1496.1,40,48,4800,211,2110,468
2000,1,5085736,1795.32,1,2,3989.6,33,48,4800,210,2101,303
2000,1,5086234,2692.98,1,2,1795.32,30,48,4800,210,2101,364
2000,1,5086234,2692.98,1,3,1795.32,33,200,20000,210,2101,346
2000,1,5086334,2094.54,1,2,2094.54,48,200,20000,210,2101,748
2000,1,5086434,2393.76,1,1,2393.76,38,200,20000,210,2101,754
2000,1,5087331,2094.54,1,1,2692.98,41,200,20000,210,2102,584
2000,1,5087331,2094.54,1,2,2393.76,39,200,20000,210,2102,889
2000,1,5087431,2692.98,1,3,2194.28,41,200,20000,210,2101,869
2000,1,5087431,2692.98,1,4,1795.32,37,200,20000,210,2101,377
2000,1,5087631,1795.32,1,1,1496.1,35,200,20000,210,2101,468
2000,1,5088528,1795.32,1,1,3590.64,31,200,20000,210,2101,779
2000,1,5088528,1795.32,1,2,4189.08,42,48,4800,210,2101,214
2000,1,5088927,1895.06,1,2,1496.1,41,200,20000,210,2101,575
2000,1,5088927,1895.06,1,3,1496.1,33,200,20000,210,2101,869
2000,1,5088927,1895.06,1,4,1496.1,31,200,20000,210,2101,549
2000,1,5089027,1795.32,1,1,1496.1,37,6,600,291,2910,804
2000,1,5089226,1496.1,1,1,1496.1,45,48,4800,210,2101,275
2000,1,5089526,1795.32,1,1,2992.2,44,48,4800,210,2101,276
2000,1,5089725,897.66,1,1,897.66,34,200,20000,210,2101,889
2000,1,5090024,2692.98,1,1,2094.54,40,200,20000,210,2101,804
2000,1,5090024,2692.98,1,2,2393.76,45,200,20000,210,2101,736
2000,1,5090423,2094.54,1,1,1496.1,32,200,20000,210,2101,889
2000,1,5090423,2094.54,1,2,1795.32,30,200,20000,210,2101,687
2000,1,5090423,2094.54,1,4,2094.54,42,200,20000,210,2101,434
2000,1,5090523,2692.98,1,3,3091.94,42,17,1700,211,2110,253
2000,1,5091022,1496.1,1,2,1196.88,30,48,4800,211,2110,804
2000,1,5091022,1496.1,1,3,1196.88,32,48,4800,210,2101,579
2000,1,5091421,2992.2,1,1,3291.42,33,200,20000,210,2101,869
2000,1,5091720,2094.54,1,1,1795.32,39,200,20000,210,2101,783
2000,1,5091919,1496.1,1,1,1496.1,36,200,20000,210,2101,274
2000,1,5091919,1496.1,1,2,1496.1,32,200,20000,290,2900,744
2000,1,5092318,1795.32,1,1,1795.32,34,48,4800,211,2110,389
2000,1,5092618,1795.32,1,1,1496.1,35,200,20000,210,2101,748
2000,1,5092917,1296.62,1,1,1396.36,35,200,20000,210,2102,563
2000,1,5093615,2094.54,1,1,1795.32,49,200,20000,210,2101,549
2000,1,5094014,2094.54,1,1,2094.54,44,48,4800,210,2101,389
2000,1,5094313,2094.54,1,1,1795.32,35,200,20000,210,2101,593
2000,1,5094313,2094.54,1,2,1795.32,34,200,20000,210,2101,435
2000,1,5094413,2692.98,1,1,2094.54,46,200,20000,210,2101,588
2000,1,5094413,2692.98,1,2,1795.32,39,200,20000,210,2101,444
2000,1,5095410,2393.76,1,3,3690.38,35,48,4800,210,2101,214
2000,1,5095809,1496.1,1,1,1795.32,44,200,20000,210,2101,436
2000,1,5096308,2094.54,1,3,2094.54,38,48,4800,210,2101,458
2000,1,5097505,1196.88,1,2,2393.76,36,200,20000,210,2101,453
2000,1,5098203,2992.2,1,1,2692.98,40,200,20000,218,2183,526
2000,1,5098203,2992.2,1,2,2992.2,40,200,20000,210,2101,889
2000,1,5098403,2393.76,1,2,3291.42,39,200,20000,218,2183,435
2000,1,5101395,1795.32,1,1,897.66,42,200,20000,210,2102,579
2000,1,5102193,2094.54,1,1,1895.06,45,200,20000,210,2101,628
2000,1,5103390,1496.1,1,1,2094.54,39,48,4800,210,2101,808
2000,1,5104686,3889.86,1,1,4189.08,30,200,20000,210,2102,595
2000,1,5106083,3889.86,1,1,2992.2,30,48,4800,210,2101,243
2000,1,5108875,2393.76,1,1,2094.54,37,200,20000,210,2101,804
2000,1,5110970,3291.42,1,1,2992.2,30,39,3900,211,2110,157
2000,1,5111967,5984.4,1,1,2992.2,30,17,1700,210,2101,185
2000,1,5111967,5984.4,1,2,4488.3,30,48,4800,210,2101,376
2000,1,5113463,2692.98,1,2,3291.42,35,200,20000,218,2183,991
2000,1,5113663,2094.54,1,2,2992.2,34,48,4800,210,2101,243
2000,1,5113862,2393.76,1,1,2393.76,33,200,20000,210,2101,749
2000,1,5114860,1795.32,1,1,1496.1,43,200,20000,210,2101,579
2000,1,5115857,1496.1,1,2,1795.32,38,48,4800,290,2900,243
2000,1,5118750,2393.76,1,1,1496.1,45,48,4800,210,2101,14
2000,1,5118949,2094.54,1,1,2094.54,39,48,4800,210,2101,23
2000,1,5119747,2992.2,1,1,2393.76,37,48,4800,213,2130,516
2000,1,5120545,2094.54,1,1,2094.54,43,300,30050,237,2370,378
2000,1,5120545,2094.54,1,2,2692.98,42,300,30050,237,2370,253
2000,1,5120744,3590.64,1,2,3590.64,43,48,4800,210,2101,389
2000,1,5121044,2692.98,1,1,2992.2,34,300,30025,234,2340,615
2000,1,5122839,2992.2,2,2,897.66,44,200,20000,210,2101,376
2000,1,5122839,2992.2,2,3,897.66,40,200,20000,210,2101,453
2000,1,5124036,2692.98,1,1,2393.76,50,48,4800,210,2101,779
2000,1,5124036,2692.98,1,2,1795.32,40,48,4800,210,2101,313
2000,1,5125033,3889.86,1,1,3590.64,37,200,20000,210,2101,156
2000,1,5125532,3590.64,1,1,3889.86,34,48,4800,210,2101,539
2000,1,5125532,3590.64,1,2,2992.2,34,48,4800,210,2101,373
2000,1,5125532,3590.64,1,4,4488.3,47,26,2600,210,2101,579
2000,1,5125632,2094.54,1,1,2692.98,47,48,4800,210,2101,355
2000,1,5125632,2094.54,1,2,2692.98,44,48,4800,210,2101,456
2000,1,5126130,2094.54,1,1,2692.98,43,200,20000,210,2101,444
2000,1,5126130,2094.54,1,8,2692.98,43,200,20000,210,2101,444
2000,1,5126529,2393.76,1,1,2393.76,36,250,25000,271,2710,637
2000,1,5128923,2393.76,1,1,2094.54,38,200,20000,210,2101,453
2000,1,5128923,2393.76,1,2,2692.98,33,200,20000,210,2101,405
2000,1,5129222,2094.54,1,1,1496.1,46,48,4800,210,2101,628
2000,1,5129222,2094.54,1,2,2692.98,47,200,20000,210,2101,436
2000,1,5129721,1496.1,1,1,1496.1,49,48,4800,210,2101,558
2000,1,5130718,1795.32,1,2,1496.1,37,48,4800,211,2110,243
2000,1,5131417,2094.54,1,1,1496.1,39,48,4800,211,2110,313
2000,1,5131417,2094.54,1,3,2094.54,41,200,20000,210,2101,567
2000,1,5133511,3590.64,1,1,2992.2,34,200,20000,210,2101,505
2000,1,5134309,1795.32,1,1,1496.1,32,300,30050,237,2370,436
2000,1,5134608,2393.76,1,3,1496.1,39,48,4800,210,2101,869
2000,1,5135207,1496.1,1,2,1795.32,40,48,4800,210,2101,64
2000,1,5136005,3889.86,1,1,2692.98,34,200,20000,210,2101,527
2000,1,5136005,3889.86,1,2,2094.54,31,200,20000,210,2101,276
2000,1,5136104,2094.54,1,2,1196.88,41,200,20000,210,2101,666
2000,1,5136503,2094.54,1,2,2094.54,33,36,3600,234,2340,27
2000,1,5139795,2992.2,1,1,3889.86,39,48,4800,210,2101,637
2000,1,5139795,2992.2,1,2,2692.98,39,200,20000,210,2101,25
2000,1,5139994,2393.76,1,1,2692.98,35,6,600,290,2900,549
2000,1,5139994,2393.76,1,2,2393.76,39,48,4800,290,2900,375
2000,1,5143884,2094.54,1,1,4189.08,39,48,4800,210,2101,45
2000,1,5143884,2094.54,1,2,3889.86,36,48,4800,210,2101,7
2000,1,5144682,598.44,1,2,1196.88,33,48,4800,211,2110,447
2000,1,5145181,897.66,1,1,1196.88,45,48,4800,210,2101,176
2000,1,5145181,897.66,1,2,897.66,39,47,4700,210,2101,95
2000,1,5146178,2393.76,1,1,1795.32,43,48,4800,210,2101,355
2000,1,5146178,2393.76,1,2,2393.76,45,48,4800,210,2101,687
2000,1,5146677,1795.32,1,5,2393.76,33,48,4800,210,2101,456
2000,1,5146677,1795.32,1,7,2393.76,31,48,4800,210,2101,275
2000,1,5147175,2393.76,1,1,2094.54,48,200,20000,210,2101,156
2000,1,5148273,1496.1,1,1,2094.54,49,48,4800,210,2101,616
2000,1,5148572,2692.98,1,7,1795.32,43,200,20000,211,2110,18
2000,1,5149469,2393.76,1,2,1496.1,43,48,4800,291,2910,439
2000,1,5153758,2692.98,1,2,1795.32,38,40,4000,211,2110,389
2000,1,5155254,1795.32,1,3,2393.76,37,48,4800,210,2101,783
2000,1,5155753,1496.1,1,1,1496.1,50,200,20000,210,2101,479
2000,1,5156152,1496.1,1,1,2094.54,39,48,4800,211,2110,759
2000,1,5156152,1496.1,1,2,1196.88,39,48,4800,211,2110,686
2000,1,5156651,1496.1,1,1,1496.1,50,48,4800,210,2101,804
2000,1,5157149,2493.5,1,1,2992.2,50,48,4800,211,2111,783
2000,1,5157748,2094.54,1,2,2393.76,50,48,4800,210,2101,274
2000,1,5158147,2393.76,1,1,1795.32,45,48,4800,211,2110,435
2000,1,5158446,3889.86,1,1,2992.2,35,48,4800,211,2110,243
2000,1,5158446,3889.86,1,2,2393.76,39,48,4800,211,2110,22
2000,1,5158745,1595.84,1,1,1795.32,34,200,20000,210,2101,159
2000,1,5159044,2094.54,1,2,2692.98,33,48,4800,211,2110,64
2000,1,5160142,3590.64,1,1,2194.28,40,48,4800,210,2101,519
2000,1,5160142,3590.64,1,2,4189.08,37,48,4800,210,2101,313
2000,1,5160840,598.44,1,2,897.66,48,6,600,211,2110,156
2000,1,5161937,598.44,1,2,598.44,40,48,4800,290,2900,313
2000,1,5162535,598.44,1,1,698.18,41,48,4800,210,2101,694
2000,1,5162535,598.44,1,2,598.44,40,48,4800,210,2101,276
2000,1,5163234,897.66,1,2,598.44,44,48,4800,211,2110,27
2000,1,5163433,598.44,1,1,598.44,39,48,4800,210,2101,804
2000,1,5163433,598.44,1,2,598.44,39,200,20000,210,2101,159
2000,1,5163633,598.44,1,2,598.44,48,48,4800,210,2101,436
2000,1,5164730,2992.2,1,1,4488.3,30,48,4800,291,2910,207
2000,1,5164730,2992.2,1,2,3889.86,35,38,3800,291,2910,455
2000,1,5165328,2992.2,1,1,1795.32,42,48,4800,210,2101,756
2000,1,5165328,2992.2,1,2,2692.98,42,48,4800,210,2101,7
2000,1,5165627,2094.54,1,1,1795.32,38,48,4800,210,2101,799
2000,1,5165627,2094.54,1,2,1496.1,41,48,4800,210,2101,276
2000,1,5167323,1795.32,1,1,1496.1,38,48,4800,211,2110,335
2000,1,5167323,1795.32,1,2,2094.54,41,48,4800,211,2110,23
2000,1,5167822,4488.3,3,1,4488.3,41,48,4800,290,2900,405
2000,1,5167921,897.66,1,1,598.44,39,200,20000,210,2101,217
2000,1,5167921,897.66,1,2,299.22,40,200,20000,210,2101,389
2000,1,5168520,299.22,1,1,299.22,39,48,4800,290,2900,376
2000,1,5169517,2692.98,1,1,2992.2,37,200,20000,210,2102,726
2000,1,5170315,2094.54,1,1,2692.98,32,200,20000,210,2101,22
2000,1,5171711,2094.54,1,2,2692.98,30,48,4800,210,2101,155
2000,1,5172809,2692.98,1,1,3291.42,49,200,20000,210,2101,549
2000,1,5172809,2692.98,1,2,3690.38,46,200,20000,210,2101,726
2000,1,5173806,2393.76,1,1,2094.54,42,200,20000,210,2101,567
2000,1,5175502,1196.88,1,1,3889.86,44,48,4800,290,2900,229
2000,1,5175901,2393.76,1,1,2393.76,32,200,20000,218,2183,573
2000,1,5177197,2094.54,1,1,1496.1,39,200,20000,210,2101,275
2000,1,5177796,4488.3,1,3,4488.3,36,200,20000,210,2101,869
2000,1,5178294,1795.32,1,1,2094.54,34,200,20000,210,2101,567
2000,1,5178294,1795.32,1,2,1795.32,39,200,20000,218,2183,468
2000,1,5179391,3889.86,1,1,5086.74,40,48,4800,210,2101,243
2000,1,5179990,2692.98,1,1,1795.32,40,48,4800,211,2110,317
2000,1,5183581,1595.84,1,2,1795.32,49,4,400,211,2110,337
2000,1,5184378,3590.64,1,1,3291.42,42,48,4800,210,2101,505
2000,1,5184378,3590.64,1,2,2992.2,43,17,1700,210,2101,23
2000,1,5184977,1496.1,1,2,1496.1,47,48,4800,290,2900,313
